date,Month,Year,datetime,hour,cash_type,card,Price,coffee_name,Quantity,Sales,Store
17-06-2024,Jun,2024,17-06-2024 14:51:35,14,card,ANON-0000-0000-0164,37.72,Cappuccino,2,75.44,Astoria
17-06-2024,Jun,2024,17-06-2024 16:50:13,16,card,ANON-0000-0000-0012,37.72,Cappuccino,2,75.44,Hell's Kitchen
17-06-2024,Jun,2024,17-06-2024 16:51:11,16,card,ANON-0000-0000-0012,37.72,Cappuccino,3,113.16,Hell's Kitchen
17-06-2024,Jun,2024,17-06-2024 16:52:36,16,card,ANON-0000-0000-0012,27.92,Americano,1,27.92,Hell's Kitchen
17-06-2024,Jun,2024,17-06-2024 18:51:20,18,card,ANON-0000-0000-0309,27.92,Americano,2,55.84,Hell's Kitchen
17-06-2024,Jun,2024,17-06-2024 21:16:11,21,card,ANON-0000-0000-0009,32.82,Americano with Milk,3,98.46,Lower Manhattan
18-06-2024,Jun,2024,18-06-2024 14:04:06,14,card,ANON-0000-0000-0299,27.92,Americano,1,27.92,Hell's Kitchen
18-06-2024,Jun,2024,18-06-2024 14:05:12,14,card,ANON-0000-0000-0299,37.72,Cappuccino,3,113.16,Astoria
18-06-2024,Jun,2024,18-06-2024 19:20:41,19,card,ANON-0000-0000-0154,37.72,Cappuccino,3,113.16,Astoria
18-06-2024,Jun,2024,18-06-2024 19:21:39,19,card,ANON-0000-0000-0154,37.72,Cappuccino,2,75.44,Hell's Kitchen
18-06-2024,Jun,2024,18-06-2024 20:35:49,20,card,ANON-0000-0000-0310,27.92,Cortado,3,83.76,Hell's Kitchen
18-06-2024,Jun,2024,18-06-2024 21:20:50,21,card,ANON-0000-0000-0012,32.82,Americano with Milk,2,65.64,Astoria
18-06-2024,Jun,2024,18-06-2024 21:22:19,21,card,ANON-0000-0000-0012,32.82,Americano with Milk,1,32.82,Astoria
19-06-2024,Jun,2024,19-06-2024 07:47:20,7,card,ANON-0000-0000-0311,37.72,Latte,3,113.16,Lower Manhattan
19-06-2024,Jun,2024,19-06-2024 08:17:55,8,card,ANON-0000-0000-0141,27.92,Cortado,2,55.84,Lower Manhattan
19-06-2024,Jun,2024,19-06-2024 10:54:00,10,card,ANON-0000-0000-0312,27.92,Americano,3,83.76,Astoria
19-06-2024,Jun,2024,19-06-2024 11:11:28,11,card,ANON-0000-0000-0313,37.72,Latte,1,37.72,Lower Manhattan
19-06-2024,Jun,2024,19-06-2024 11:12:31,11,card,ANON-0000-0000-0313,37.72,Cocoa,1,37.72,Astoria
19-06-2024,Jun,2024,19-06-2024 14:21:36,14,card,ANON-0000-0000-0164,32.82,Americano with Milk,1,32.82,Lower Manhattan
19-06-2024,Jun,2024,19-06-2024 18:28:43,18,card,ANON-0000-0000-0153,37.72,Cappuccino,1,37.72,Hell's Kitchen
19-06-2024,Jun,2024,19-06-2024 18:29:59,18,card,ANON-0000-0000-0153,37.72,Latte,2,75.44,Lower Manhattan
19-06-2024,Jun,2024,19-06-2024 19:31:31,19,card,ANON-0000-0000-0009,32.82,Americano with Milk,2,65.64,Astoria
19-06-2024,Jun,2024,19-06-2024 21:28:59,21,card,ANON-0000-0000-0192,37.72,Cappuccino,2,75.44,Astoria
19-06-2024,Jun,2024,19-06-2024 21:30:03,21,card,ANON-0000-0000-0192,32.82,Americano with Milk,1,32.82,Hell's Kitchen
20-06-2024,Jun,2024,20-06-2024 10:50:06,10,card,ANON-0000-0000-0097,37.72,Latte,1,37.72,Lower Manhattan
20-06-2024,Jun,2024,20-06-2024 18:59:02,18,card,ANON-0000-0000-0314,37.72,Latte,3,113.16,Astoria
20-06-2024,Jun,2024,20-06-2024 19:00:00,19,card,ANON-0000-0000-0314,37.72,Latte,3,113.16,Astoria
20-06-2024,Jun,2024,20-06-2024 21:39:10,21,card,ANON-0000-0000-0257,37.72,Latte,1,37.72,Astoria
20-06-2024,Jun,2024,20-06-2024 21:57:41,21,card,ANON-0000-0000-0009,37.72,Latte,1,37.72,Astoria
20-06-2024,Jun,2024,20-06-2024 21:59:18,21,card,ANON-0000-0000-0009,32.82,Americano with Milk,3,98.46,Astoria
21-06-2024,Jun,2024,21-06-2024 09:59:56,9,card,ANON-0000-0000-0311,37.72,Latte,2,75.44,Hell's Kitchen
21-06-2024,Jun,2024,21-06-2024 10:01:40,10,card,ANON-0000-0000-0315,27.92,Americano,3,83.76,Astoria
21-06-2024,Jun,2024,21-06-2024 13:19:19,13,card,ANON-0000-0000-0012,32.82,Americano with Milk,2,65.64,Hell's Kitchen
21-06-2024,Jun,2024,21-06-2024 13:20:32,13,card,ANON-0000-0000-0012,32.82,Americano with Milk,3,98.46,Hell's Kitchen
21-06-2024,Jun,2024,21-06-2024 18:12:16,18,card,ANON-0000-0000-0316,23.02,Espresso,1,23.02,Astoria
21-06-2024,Jun,2024,21-06-2024 19:30:27,19,card,ANON-0000-0000-0009,37.72,Latte,2,75.44,Astoria
21-06-2024,Jun,2024,21-06-2024 19:47:06,19,card,ANON-0000-0000-0154,37.72,Cappuccino,3,113.16,Astoria
21-06-2024,Jun,2024,21-06-2024 19:48:07,19,card,ANON-0000-0000-0154,37.72,Cappuccino,3,113.16,Lower Manhattan
21-06-2024,Jun,2024,21-06-2024 19:49:55,19,card,ANON-0000-0000-0180,37.72,Cappuccino,3,113.16,Astoria
21-06-2024,Jun,2024,21-06-2024 19:51:00,19,card,ANON-0000-0000-0180,37.72,Cappuccino,2,75.44,Lower Manhattan
21-06-2024,Jun,2024,21-06-2024 19:52:19,19,card,ANON-0000-0000-0180,27.92,Americano,3,83.76,Hell's Kitchen
21-06-2024,Jun,2024,21-06-2024 19:55:37,19,card,ANON-0000-0000-0311,32.82,Americano with Milk,2,65.64,Hell's Kitchen
22-06-2024,Jun,2024,22-06-2024 08:39:50,8,card,ANON-0000-0000-0141,27.92,Cortado,1,27.92,Astoria
22-06-2024,Jun,2024,22-06-2024 09:37:49,9,card,ANON-0000-0000-0311,32.82,Americano with Milk,3,98.46,Astoria
22-06-2024,Jun,2024,22-06-2024 12:53:16,12,card,ANON-0000-0000-0317,32.82,Americano with Milk,2,65.64,Astoria
22-06-2024,Jun,2024,22-06-2024 15:37:20,15,card,ANON-0000-0000-0009,37.72,Latte,2,75.44,Lower Manhattan
22-06-2024,Jun,2024,22-06-2024 22:10:23,22,card,ANON-0000-0000-0318,37.72,Cappuccino,3,113.16,Hell's Kitchen
23-06-2024,Jun,2024,23-06-2024 18:12:01,18,card,ANON-0000-0000-0012,32.82,Americano with Milk,2,65.64,Lower Manhattan
23-06-2024,Jun,2024,23-06-2024 18:13:51,18,card,ANON-0000-0000-0012,32.82,Americano with Milk,3,98.46,Lower Manhattan
23-06-2024,Jun,2024,23-06-2024 21:06:47,21,card,ANON-0000-0000-0319,37.72,Cappuccino,3,113.16,Hell's Kitchen
23-06-2024,Jun,2024,23-06-2024 21:29:08,21,card,ANON-0000-0000-0320,37.72,Latte,1,37.72,Astoria
23-06-2024,Jun,2024,23-06-2024 21:30:36,21,card,ANON-0000-0000-0320,37.72,Cappuccino,2,75.44,Lower Manhattan
24-06-2024,Jun,2024,24-06-2024 11:44:40,11,card,ANON-0000-0000-0164,32.82,Americano with Milk,2,65.64,Lower Manhattan
24-06-2024,Jun,2024,24-06-2024 11:49:36,11,card,ANON-0000-0000-0180,37.72,Cappuccino,1,37.72,Astoria
24-06-2024,Jun,2024,24-06-2024 11:50:44,11,card,ANON-0000-0000-0180,37.72,Cappuccino,3,113.16,Lower Manhattan
24-06-2024,Jun,2024,24-06-2024 15:02:29,15,card,ANON-0000-0000-0321,37.72,Latte,1,37.72,Lower Manhattan
24-06-2024,Jun,2024,24-06-2024 16:46:01,16,card,ANON-0000-0000-0203,37.72,Cappuccino,1,37.72,Hell's Kitchen
24-06-2024,Jun,2024,24-06-2024 16:47:00,16,card,ANON-0000-0000-0203,37.72,Cappuccino,3,113.16,Hell's Kitchen
25-06-2024,Jun,2024,25-06-2024 08:19:24,8,card,ANON-0000-0000-0322,37.72,Latte,1,37.72,Hell's Kitchen
25-06-2024,Jun,2024,25-06-2024 10:28:26,10,card,ANON-0000-0000-0012,32.82,Americano with Milk,2,65.64,Hell's Kitchen
25-06-2024,Jun,2024,25-06-2024 10:29:42,10,card,ANON-0000-0000-0040,32.82,Americano with Milk,1,32.82,Astoria
25-06-2024,Jun,2024,25-06-2024 11:34:52,11,card,ANON-0000-0000-0203,37.72,Cappuccino,2,75.44,Astoria
26-06-2024,Jun,2024,26-06-2024 09:33:02,9,card,ANON-0000-0000-0323,37.72,Latte,2,75.44,Astoria
26-06-2024,Jun,2024,26-06-2024 16:32:29,16,card,ANON-0000-0000-0324,23.02,Espresso,2,46.04,Astoria
26-06-2024,Jun,2024,26-06-2024 16:34:02,16,card,ANON-0000-0000-0325,27.92,Americano,2,55.84,Astoria
26-06-2024,Jun,2024,26-06-2024 21:21:53,21,card,ANON-0000-0000-0009,37.72,Latte,3,113.16,Lower Manhattan
26-06-2024,Jun,2024,26-06-2024 21:27:01,21,card,ANON-0000-0000-0009,37.72,Cappuccino,1,37.72,Hell's Kitchen
26-06-2024,Jun,2024,26-06-2024 21:28:15,21,card,ANON-0000-0000-0206,32.82,Americano with Milk,3,98.46,Astoria
27-06-2024,Jun,2024,27-06-2024 09:15:43,9,card,ANON-0000-0000-0326,32.82,Americano with Milk,2,65.64,Astoria
27-06-2024,Jun,2024,27-06-2024 16:11:48,16,card,ANON-0000-0000-0327,27.92,Cortado,2,55.84,Astoria
27-06-2024,Jun,2024,27-06-2024 21:44:03,21,card,ANON-0000-0000-0328,32.82,Americano with Milk,3,98.46,Lower Manhattan
27-06-2024,Jun,2024,27-06-2024 21:50:32,21,card,ANON-0000-0000-0329,37.72,Cappuccino,2,75.44,Astoria
28-06-2024,Jun,2024,28-06-2024 08:08:35,8,card,ANON-0000-0000-0141,27.92,Cortado,3,83.76,Astoria
28-06-2024,Jun,2024,28-06-2024 17:51:54,17,card,ANON-0000-0000-0274,23.02,Espresso,1,23.02,Hell's Kitchen
28-06-2024,Jun,2024,28-06-2024 21:50:55,21,card,ANON-0000-0000-0330,32.82,Americano with Milk,2,65.64,Hell's Kitchen
28-06-2024,Jun,2024,28-06-2024 21:52:02,21,card,ANON-0000-0000-0331,37.72,Latte,1,37.72,Astoria
28-06-2024,Jun,2024,28-06-2024 22:28:20,22,card,ANON-0000-0000-0332,37.72,Cappuccino,2,75.44,Lower Manhattan
29-06-2024,Jun,2024,29-06-2024 09:47:10,9,card,ANON-0000-0000-0097,32.82,Americano with Milk,2,65.64,Astoria
29-06-2024,Jun,2024,29-06-2024 11:40:20,11,card,ANON-0000-0000-0333,32.82,Americano with Milk,3,98.46,Lower Manhattan
29-06-2024,Jun,2024,29-06-2024 11:41:27,11,card,ANON-0000-0000-0333,32.82,Americano with Milk,1,32.82,Lower Manhattan
29-06-2024,Jun,2024,29-06-2024 12:30:24,12,card,ANON-0000-0000-0334,37.72,Cappuccino,1,37.72,Astoria
29-06-2024,Jun,2024,29-06-2024 12:31:43,12,card,ANON-0000-0000-0334,37.72,Cappuccino,3,113.16,Astoria
29-06-2024,Jun,2024,29-06-2024 17:23:44,17,card,ANON-0000-0000-0335,37.72,Cappuccino,1,37.72,Lower Manhattan
29-06-2024,Jun,2024,29-06-2024 17:24:52,17,card,ANON-0000-0000-0335,37.72,Hot Chocolate,2,75.44,Lower Manhattan
29-06-2024,Jun,2024,29-06-2024 21:27:22,21,card,ANON-0000-0000-0009,37.72,Latte,2,75.44,Hell's Kitchen
30-06-2024,Jun,2024,30-06-2024 10:28:10,10,card,ANON-0000-0000-0336,37.72,Latte,3,113.16,Hell's Kitchen
30-06-2024,Jun,2024,30-06-2024 13:05:51,13,card,ANON-0000-0000-0337,23.02,Espresso,3,69.06,Lower Manhattan
30-06-2024,Jun,2024,30-06-2024 16:54:42,16,card,ANON-0000-0000-0009,37.72,Hot Chocolate,3,113.16,Hell's Kitchen
30-06-2024,Jun,2024,30-06-2024 21:04:10,21,card,ANON-0000-0000-0097,32.82,Americano with Milk,2,65.64,Hell's Kitchen
01-07-2024,Jul,2024,01-07-2024 18:07:27,18,card,ANON-0000-0000-0012,23.02,Espresso,3,69.06,Lower Manhattan
01-07-2024,Jul,2024,01-07-2024 18:56:52,18,card,ANON-0000-0000-0338,37.72,Cappuccino,1,37.72,Lower Manhattan
01-07-2024,Jul,2024,01-07-2024 18:57:54,18,card,ANON-0000-0000-0339,37.72,Cappuccino,2,75.44,Hell's Kitchen
02-07-2024,Jul,2024,02-07-2024 10:42:54,10,card,ANON-0000-0000-0304,32.82,Americano with Milk,1,32.82,Astoria
02-07-2024,Jul,2024,02-07-2024 10:45:01,10,card,ANON-0000-0000-0304,27.92,Americano,2,55.84,Hell's Kitchen
02-07-2024,Jul,2024,02-07-2024 12:48:05,12,card,ANON-0000-0000-0019,37.72,Latte,3,113.16,Hell's Kitchen
02-07-2024,Jul,2024,02-07-2024 14:03:13,14,card,ANON-0000-0000-0340,27.92,Americano,3,83.76,Lower Manhattan
02-07-2024,Jul,2024,02-07-2024 16:31:24,16,card,ANON-0000-0000-0341,32.82,Americano with Milk,3,98.46,Hell's Kitchen
02-07-2024,Jul,2024,02-07-2024 22:02:24,22,card,ANON-0000-0000-0329,32.82,Americano with Milk,2,65.64,Hell's Kitchen
03-07-2024,Jul,2024,03-07-2024 13:51:15,13,card,ANON-0000-0000-0012,32.82,Americano with Milk,3,98.46,Lower Manhattan
03-07-2024,Jul,2024,03-07-2024 16:01:17,16,card,ANON-0000-0000-0342,37.72,Cappuccino,1,37.72,Lower Manhattan
03-07-2024,Jul,2024,03-07-2024 16:50:25,16,card,ANON-0000-0000-0343,37.72,Cappuccino,3,113.16,Hell's Kitchen
03-07-2024,Jul,2024,03-07-2024 16:53:16,16,card,ANON-0000-0000-0270,32.82,Americano with Milk,2,65.64,Astoria
03-07-2024,Jul,2024,03-07-2024 16:54:23,16,card,ANON-0000-0000-0344,32.82,Americano with Milk,1,32.82,Lower Manhattan
03-07-2024,Jul,2024,03-07-2024 16:55:31,16,card,ANON-0000-0000-0270,37.72,Latte,2,75.44,Lower Manhattan
03-07-2024,Jul,2024,03-07-2024 16:59:26,16,card,ANON-0000-0000-0345,23.02,Espresso,3,69.06,Lower Manhattan
03-07-2024,Jul,2024,03-07-2024 17:59:02,17,card,ANON-0000-0000-0346,37.72,Cappuccino,3,113.16,Lower Manhattan
03-07-2024,Jul,2024,03-07-2024 19:06:09,19,card,ANON-0000-0000-0009,37.72,Latte,1,37.72,Astoria
04-07-2024,Jul,2024,04-07-2024 10:26:24,10,card,ANON-0000-0000-0143,32.82,Americano with Milk,3,98.46,Astoria
04-07-2024,Jul,2024,04-07-2024 10:27:30,10,card,ANON-0000-0000-0012,27.92,Americano,3,83.76,Lower Manhattan
05-07-2024,Jul,2024,05-07-2024 12:20:29,12,card,ANON-0000-0000-0058,37.72,Cocoa,1,37.72,Hell's Kitchen
05-07-2024,Jul,2024,05-07-2024 13:43:43,13,card,ANON-0000-0000-0040,32.82,Americano with Milk,1,32.82,Lower Manhattan
05-07-2024,Jul,2024,05-07-2024 13:44:44,13,card,ANON-0000-0000-0347,32.82,Americano with Milk,1,32.82,Lower Manhattan
05-07-2024,Jul,2024,05-07-2024 18:55:56,18,card,ANON-0000-0000-0348,23.02,Espresso,1,23.02,Lower Manhattan
05-07-2024,Jul,2024,05-07-2024 19:55:08,19,card,ANON-0000-0000-0099,27.92,Americano,1,27.92,Hell's Kitchen
05-07-2024,Jul,2024,05-07-2024 22:11:56,22,card,ANON-0000-0000-0349,23.02,Espresso,3,69.06,Hell's Kitchen
05-07-2024,Jul,2024,05-07-2024 22:18:03,22,card,ANON-0000-0000-0350,27.92,Americano,3,83.76,Lower Manhattan
05-07-2024,Jul,2024,05-07-2024 22:18:57,22,card,ANON-0000-0000-0350,27.92,Americano,3,83.76,Lower Manhattan
05-07-2024,Jul,2024,05-07-2024 22:20:01,22,card,ANON-0000-0000-0351,37.72,Cappuccino,1,37.72,Lower Manhattan
05-07-2024,Jul,2024,05-07-2024 22:21:09,22,card,ANON-0000-0000-0351,32.82,Americano with Milk,1,32.82,Hell's Kitchen
06-07-2024,Jul,2024,06-07-2024 10:28:07,10,card,ANON-0000-0000-0352,37.72,Latte,1,37.72,Lower Manhattan
06-07-2024,Jul,2024,06-07-2024 17:15:46,17,card,ANON-0000-0000-0009,32.82,Latte,2,65.64,Astoria
06-07-2024,Jul,2024,06-07-2024 17:17:01,17,card,ANON-0000-0000-0009,32.82,Latte,1,32.82,Astoria
06-07-2024,Jul,2024,06-07-2024 19:09:46,19,card,ANON-0000-0000-0012,32.82,Latte,3,98.46,Astoria
06-07-2024,Jul,2024,06-07-2024 19:10:40,19,card,ANON-0000-0000-0012,27.92,Americano with Milk,1,27.92,Astoria
07-07-2024,Jul,2024,07-07-2024 09:04:20,9,card,ANON-0000-0000-0303,32.82,Cappuccino,3,98.46,Lower Manhattan
07-07-2024,Jul,2024,07-07-2024 09:14:29,9,card,ANON-0000-0000-0353,27.92,Americano with Milk,3,83.76,Lower Manhattan
07-07-2024,Jul,2024,07-07-2024 09:15:37,9,card,ANON-0000-0000-0353,27.92,Americano with Milk,3,83.76,Lower Manhattan
07-07-2024,Jul,2024,07-07-2024 09:28:49,9,card,ANON-0000-0000-0354,32.82,Cappuccino,2,65.64,Lower Manhattan
07-07-2024,Jul,2024,07-07-2024 09:29:56,9,card,ANON-0000-0000-0354,32.82,Cappuccino,2,65.64,Astoria
07-07-2024,Jul,2024,07-07-2024 14:56:30,14,card,ANON-0000-0000-0355,32.82,Hot Chocolate,3,98.46,Lower Manhattan
07-07-2024,Jul,2024,07-07-2024 14:57:47,14,card,ANON-0000-0000-0355,32.82,Cocoa,3,98.46,Astoria
07-07-2024,Jul,2024,07-07-2024 17:07:50,17,card,ANON-0000-0000-0356,32.82,Latte,3,98.46,Astoria
07-07-2024,Jul,2024,07-07-2024 19:33:27,19,card,ANON-0000-0000-0357,32.82,Cappuccino,2,65.64,Astoria
07-07-2024,Jul,2024,07-07-2024 20:01:32,20,card,ANON-0000-0000-0358,32.82,Hot Chocolate,3,98.46,Hell's Kitchen
07-07-2024,Jul,2024,07-07-2024 22:33:36,22,card,ANON-0000-0000-0359,27.92,Americano with Milk,2,55.84,Hell's Kitchen
08-07-2024,Jul,2024,08-07-2024 07:33:08,7,card,ANON-0000-0000-0360,32.82,Latte,2,65.64,Lower Manhattan
08-07-2024,Jul,2024,08-07-2024 12:02:50,12,card,ANON-0000-0000-0361,23.02,Americano,1,23.02,Lower Manhattan
08-07-2024,Jul,2024,08-07-2024 14:40:24,14,card,ANON-0000-0000-0362,23.02,Americano,1,23.02,Astoria
08-07-2024,Jul,2024,08-07-2024 19:30:35,19,card,ANON-0000-0000-0363,27.92,Americano with Milk,1,27.92,Astoria
08-07-2024,Jul,2024,08-07-2024 22:14:46,22,card,ANON-0000-0000-0019,32.82,Latte,2,65.64,Lower Manhattan
09-07-2024,Jul,2024,09-07-2024 10:26:52,10,card,ANON-0000-0000-0333,27.92,Americano with Milk,1,27.92,Lower Manhattan
09-07-2024,Jul,2024,09-07-2024 10:40:29,10,card,ANON-0000-0000-0276,27.92,Americano with Milk,3,83.76,Astoria
09-07-2024,Jul,2024,09-07-2024 11:21:36,11,card,ANON-0000-0000-0194,27.92,Americano with Milk,3,83.76,Astoria
09-07-2024,Jul,2024,09-07-2024 11:22:50,11,card,ANON-0000-0000-0194,32.82,Cappuccino,1,32.82,Lower Manhattan
09-07-2024,Jul,2024,09-07-2024 16:43:00,16,card,ANON-0000-0000-0364,27.92,Americano with Milk,2,55.84,Astoria
10-07-2024,Jul,2024,10-07-2024 11:10:42,11,card,ANON-0000-0000-0365,23.02,Americano,2,46.04,Astoria
10-07-2024,Jul,2024,10-07-2024 12:28:54,12,card,ANON-0000-0000-0366,27.92,Americano with Milk,3,83.76,Astoria
10-07-2024,Jul,2024,10-07-2024 22:13:10,22,card,ANON-0000-0000-0328,32.82,Latte,1,32.82,Hell's Kitchen
11-07-2024,Jul,2024,11-07-2024 11:27:28,11,card,ANON-0000-0000-0367,32.82,Hot Chocolate,2,65.64,Hell's Kitchen
11-07-2024,Jul,2024,11-07-2024 16:48:19,16,card,ANON-0000-0000-0368,27.92,Americano with Milk,2,55.84,Lower Manhattan
11-07-2024,Jul,2024,11-07-2024 22:22:14,22,card,ANON-0000-0000-0369,32.82,Latte,2,65.64,Astoria
11-07-2024,Jul,2024,11-07-2024 22:30:59,22,card,ANON-0000-0000-0370,23.02,Americano,3,69.06,Astoria
12-07-2024,Jul,2024,12-07-2024 08:03:17,8,card,ANON-0000-0000-0371,23.02,Cortado,2,46.04,Hell's Kitchen
12-07-2024,Jul,2024,12-07-2024 11:48:33,11,card,ANON-0000-0000-0372,32.82,Hot Chocolate,1,32.82,Astoria
12-07-2024,Jul,2024,12-07-2024 22:33:26,22,card,ANON-0000-0000-0178,32.82,Hot Chocolate,1,32.82,Hell's Kitchen
12-07-2024,Jul,2024,12-07-2024 22:34:14,22,card,ANON-0000-0000-0177,32.82,Hot Chocolate,2,65.64,Astoria
12-07-2024,Jul,2024,12-07-2024 22:35:30,22,card,ANON-0000-0000-0179,32.82,Hot Chocolate,3,98.46,Lower Manhattan
13-07-2024,Jul,2024,13-07-2024 10:38:10,10,card,ANON-0000-0000-0365,32.82,Latte,3,98.46,Lower Manhattan
13-07-2024,Jul,2024,13-07-2024 11:41:38,11,card,ANON-0000-0000-0365,32.82,Latte,3,98.46,Lower Manhattan
14-07-2024,Jul,2024,14-07-2024 10:54:24,10,card,ANON-0000-0000-0373,23.02,Americano,3,69.06,Lower Manhattan
14-07-2024,Jul,2024,14-07-2024 10:55:31,10,card,ANON-0000-0000-0373,27.92,Americano with Milk,1,27.92,Astoria
14-07-2024,Jul,2024,14-07-2024 10:56:30,10,card,ANON-0000-0000-0373,32.82,Cappuccino,3,98.46,Astoria
14-07-2024,Jul,2024,14-07-2024 10:57:54,10,card,ANON-0000-0000-0374,32.82,Latte,3,98.46,Hell's Kitchen
14-07-2024,Jul,2024,14-07-2024 11:02:12,11,card,ANON-0000-0000-0375,23.02,Americano,2,46.04,Astoria
14-07-2024,Jul,2024,14-07-2024 22:31:30,22,card,ANON-0000-0000-0376,32.82,Latte,2,65.64,Lower Manhattan
15-07-2024,Jul,2024,15-07-2024 07:33:06,7,card,ANON-0000-0000-0377,32.82,Cappuccino,3,98.46,Astoria
16-07-2024,Jul,2024,16-07-2024 12:23:37,12,card,ANON-0000-0000-0378,27.92,Americano with Milk,3,83.76,Lower Manhattan
16-07-2024,Jul,2024,16-07-2024 19:29:25,19,card,ANON-0000-0000-0367,32.82,Hot Chocolate,3,98.46,Lower Manhattan
17-07-2024,Jul,2024,17-07-2024 13:05:00,13,card,ANON-0000-0000-0379,27.92,Americano with Milk,3,83.76,Astoria
18-07-2024,Jul,2024,18-07-2024 11:10:13,11,card,ANON-0000-0000-0380,27.92,Americano with Milk,1,27.92,Lower Manhattan
18-07-2024,Jul,2024,18-07-2024 11:11:23,11,card,ANON-0000-0000-0381,18.12,Espresso,2,36.24,Astoria
18-07-2024,Jul,2024,18-07-2024 11:33:00,11,card,ANON-0000-0000-0059,23.02,Americano,2,46.04,Astoria
18-07-2024,Jul,2024,18-07-2024 11:34:48,11,card,ANON-0000-0000-0059,23.02,Americano,2,46.04,Hell's Kitchen
18-07-2024,Jul,2024,18-07-2024 11:35:52,11,card,ANON-0000-0000-0059,23.02,Cortado,1,23.02,Astoria
18-07-2024,Jul,2024,18-07-2024 13:23:34,13,card,ANON-0000-0000-0375,32.82,Latte,3,98.46,Astoria
18-07-2024,Jul,2024,18-07-2024 18:18:23,18,card,ANON-0000-0000-0382,32.82,Cappuccino,3,98.46,Astoria
18-07-2024,Jul,2024,18-07-2024 19:30:51,19,card,ANON-0000-0000-0009,32.82,Latte,3,98.46,Hell's Kitchen
18-07-2024,Jul,2024,18-07-2024 21:19:42,21,card,ANON-0000-0000-0383,32.82,Hot Chocolate,3,98.46,Lower Manhattan
18-07-2024,Jul,2024,18-07-2024 21:22:00,21,card,ANON-0000-0000-0383,32.82,Latte,3,98.46,Hell's Kitchen
18-07-2024,Jul,2024,18-07-2024 21:46:19,21,card,ANON-0000-0000-0384,32.82,Latte,3,98.46,Hell's Kitchen
19-07-2024,Jul,2024,19-07-2024 11:03:02,11,card,ANON-0000-0000-0375,23.02,Americano,3,69.06,Lower Manhattan
19-07-2024,Jul,2024,19-07-2024 11:16:21,11,card,ANON-0000-0000-0385,27.92,Americano with Milk,2,55.84,Lower Manhattan
19-07-2024,Jul,2024,19-07-2024 12:58:38,12,card,ANON-0000-0000-0386,32.82,Latte,3,98.46,Astoria
19-07-2024,Jul,2024,19-07-2024 12:59:55,12,card,ANON-0000-0000-0386,27.92,Americano with Milk,2,55.84,Hell's Kitchen
19-07-2024,Jul,2024,19-07-2024 14:09:21,14,card,ANON-0000-0000-0384,32.82,Latte,3,98.46,Hell's Kitchen
19-07-2024,Jul,2024,19-07-2024 14:11:22,14,card,ANON-0000-0000-0384,32.82,Cocoa,3,98.46,Astoria
19-07-2024,Jul,2024,19-07-2024 16:36:19,16,card,ANON-0000-0000-0384,32.82,Latte,2,65.64,Hell's Kitchen
19-07-2024,Jul,2024,19-07-2024 16:37:36,16,card,ANON-0000-0000-0384,32.82,Latte,2,65.64,Lower Manhattan
20-07-2024,Jul,2024,20-07-2024 08:05:44,8,card,ANON-0000-0000-0387,23.02,Americano,2,46.04,Lower Manhattan
20-07-2024,Jul,2024,20-07-2024 08:06:49,8,card,ANON-0000-0000-0387,32.82,Latte,1,32.82,Astoria
20-07-2024,Jul,2024,20-07-2024 08:07:51,8,card,ANON-0000-0000-0387,23.02,Americano,3,69.06,Astoria
20-07-2024,Jul,2024,20-07-2024 09:00:54,9,card,ANON-0000-0000-0388,32.82,Latte,1,32.82,Lower Manhattan
20-07-2024,Jul,2024,20-07-2024 09:02:28,9,card,ANON-0000-0000-0389,32.82,Latte,3,98.46,Hell's Kitchen
20-07-2024,Jul,2024,20-07-2024 10:39:21,10,card,ANON-0000-0000-0390,23.02,Americano,1,23.02,Lower Manhattan
20-07-2024,Jul,2024,20-07-2024 15:15:09,15,card,ANON-0000-0000-0391,32.82,Latte,1,32.82,Lower Manhattan
21-07-2024,Jul,2024,21-07-2024 10:30:56,10,card,ANON-0000-0000-0367,32.82,Cocoa,1,32.82,Hell's Kitchen
21-07-2024,Jul,2024,21-07-2024 11:39:29,11,card,ANON-0000-0000-0392,32.82,Cappuccino,1,32.82,Astoria
21-07-2024,Jul,2024,21-07-2024 13:34:31,13,card,ANON-0000-0000-0393,23.02,Cortado,2,46.04,Astoria
21-07-2024,Jul,2024,21-07-2024 13:42:31,13,card,ANON-0000-0000-0394,32.82,Latte,3,98.46,Hell's Kitchen
22-07-2024,Jul,2024,22-07-2024 08:13:23,8,card,ANON-0000-0000-0375,23.02,Americano,2,46.04,Hell's Kitchen
22-07-2024,Jul,2024,22-07-2024 08:40:50,8,card,ANON-0000-0000-0395,23.02,Americano,3,69.06,Astoria
22-07-2024,Jul,2024,22-07-2024 10:15:37,10,card,ANON-0000-0000-0385,27.92,Americano with Milk,3,83.76,Astoria
22-07-2024,Jul,2024,22-07-2024 16:44:38,16,card,ANON-0000-0000-0396,32.82,Latte,1,32.82,Hell's Kitchen
23-07-2024,Jul,2024,23-07-2024 08:12:56,8,card,ANON-0000-0000-0197,32.82,Latte,3,98.46,Hell's Kitchen
23-07-2024,Jul,2024,23-07-2024 08:40:19,8,card,ANON-0000-0000-0395,23.02,Americano,2,46.04,Hell's Kitchen
